taus,psis
0.0,1.5278696962177197e-19
0.1,2.1329852510682596e-19
0.2,2.652671458160334e-19
0.30000000000000004,2.9664081048292285e-19
0.4,3.0148468940444144e-19
0.5,2.818625690520681e-19
0.6000000000000001,2.4570523567206836e-19
0.7000000000000001,2.025916123377798e-19
0.8,1.602669089663576e-19
0.9,1.228464359104346e-19
1.0,9.220353658499503e-20
1.1,6.846925460089415e-20
1.2000000000000002,5.023331497276276e-20
1.3,3.664905759437389e-20
1.4000000000000001,2.6633542416019992e-20
1.5,1.9314173199342473e-20
1.6,1.3908254611229342e-20
1.7000000000000002,1.0030489084128658e-20
1.8,7.229972643694428e-21
1.9000000000000001,5.204453029124057e-21
2.0,3.73717374246901e-21
2.1,2.6845098794639998e-21
2.2,1.9333835165881833e-21
2.3000000000000003,1.3893775836155935e-21
2.4000000000000004,9.97677616282757e-22
2.5,7.147370800079023e-22
2.6,5.104167427593889e-22
2.7,3.5971599190170717e-22
2.8000000000000003,2.4697495917718507e-22
2.9000000000000004,1.6289368397315118e-22
3.0,1.0076334607620949e-22
3.1,5.736969651745981e-23
3.2,2.9483666595839284e-23
3.3000000000000003,1.3459066923886143e-23
3.4000000000000004,5.3102616012341934e-24
3.5,1.7044020417997464e-24
3.6,3.51879046594639e-25
3.7,0.0
3.8000000000000003,0.0
3.9000000000000004,0.0
4.0,0.0
4.1000000000000005,0.0
4.2,0.0
4.3,0.0
4.4,0.0
4.5,0.0
4.6000000000000005,0.0
4.7,0.0
4.800000000000001,0.0
4.9,0.0
5.0,0.0
5.1000000000000005,0.0
5.2,0.0
5.300000000000001,0.0
5.4,0.0
5.5,0.0
5.6000000000000005,0.0
5.7,0.0
5.800000000000001,0.0
5.9,0.0
6.0,0.0
6.1000000000000005,0.0
6.2,0.0
6.300000000000001,0.0
6.4,0.0
6.5,0.0
6.6000000000000005,0.0
6.7,0.0
6.800000000000001,0.0
6.9,0.0
7.0,0.0
7.1000000000000005,0.0
7.2,0.0
7.300000000000001,0.0
7.4,0.0
7.5,0.0
7.6000000000000005,0.0
7.7,0.0
7.800000000000001,0.0
7.9,0.0
8.0,0.0
8.1,0.0
8.200000000000001,0.0
8.3,0.0
8.4,0.0
8.5,0.0
8.6,0.0
8.700000000000001,0.0
8.8,0.0
8.9,0.0
9.0,0.0
9.1,0.0
9.200000000000001,0.0
9.3,0.0
9.4,0.0
9.5,0.0
9.600000000000001,0.0
9.700000000000001,0.0
9.8,0.0
9.9,0.0
10.0,0.0
10.100000000000001,0.0
10.200000000000001,0.0
10.3,0.0
10.4,0.0
10.5,0.0
10.600000000000001,0.0
10.700000000000001,0.0
10.8,0.0
10.9,0.0
11.0,0.0
11.100000000000001,0.0
11.200000000000001,0.0
11.3,0.0
11.4,0.0
11.5,0.0
11.600000000000001,0.0
11.700000000000001,0.0
11.8,0.0
11.9,0.0
12.0,0.0
12.100000000000001,0.0
12.200000000000001,0.0
12.3,0.0
12.4,0.0
12.5,0.0
12.600000000000001,0.0
12.700000000000001,0.0
12.8,0.0
12.9,0.0
13.0,0.0
13.100000000000001,0.0
13.200000000000001,0.0
13.3,0.0
13.4,0.0
13.5,0.0
13.600000000000001,0.0
13.700000000000001,0.0
13.8,0.0
13.9,0.0
14.0,0.0
14.100000000000001,0.0
14.200000000000001,0.0
14.3,0.0
14.4,0.0
14.5,0.0
14.600000000000001,0.0
14.700000000000001,0.0
14.8,0.0
14.9,0.0
15.0,0.0
15.100000000000001,0.0
15.200000000000001,0.0
15.3,0.0
15.4,0.0
15.5,0.0
15.600000000000001,0.0
15.700000000000001,0.0
15.8,0.0
15.9,0.0
16.0,0.0
16.1,0.0
16.2,0.0
16.3,0.0
16.400000000000002,0.0
16.5,0.0
16.6,0.0
16.7,0.0
16.8,0.0
16.900000000000002,0.0
17.0,0.0
17.1,0.0
17.2,0.0
17.3,0.0
17.400000000000002,0.0
17.5,0.0
17.6,0.0
17.7,0.0
17.8,0.0
17.900000000000002,0.0
18.0,0.0
18.1,0.0
18.2,0.0
18.3,0.0
18.400000000000002,0.0
18.5,0.0
18.6,0.0
18.7,0.0
18.8,0.0
18.900000000000002,0.0
19.0,0.0
19.1,0.0
19.200000000000003,0.0
19.3,0.0
19.400000000000002,0.0
19.5,0.0
19.6,0.0
19.700000000000003,0.0
19.8,0.0
19.900000000000002,0.0
20.0,0.0
20.1,0.0
20.200000000000003,0.0
20.3,0.0
20.400000000000002,0.0
20.5,0.0
20.6,0.0
20.700000000000003,0.0
20.8,0.0
20.900000000000002,0.0
21.0,0.0
21.1,0.0
21.200000000000003,0.0
21.3,0.0
21.400000000000002,0.0
21.5,0.0
21.6,0.0
21.700000000000003,0.0
21.8,0.0
21.900000000000002,0.0
22.0,0.0
22.1,0.0
22.200000000000003,0.0
22.3,0.0
22.400000000000002,0.0
22.5,0.0
22.6,0.0
22.700000000000003,0.0
22.8,0.0
22.900000000000002,0.0
23.0,0.0
23.1,0.0
23.200000000000003,0.0
23.3,0.0
23.400000000000002,0.0
23.5,0.0
23.6,0.0
23.700000000000003,0.0
23.8,0.0
23.900000000000002,0.0
24.0,0.0
24.1,0.0
24.200000000000003,0.0
24.3,0.0
24.400000000000002,0.0
24.5,0.0
24.6,0.0
24.700000000000003,0.0
24.8,0.0
24.900000000000002,0.0
25.0,0.0
25.1,0.0
25.200000000000003,0.0
25.3,0.0
25.400000000000002,0.0
25.5,0.0
25.6,0.0
25.700000000000003,0.0
25.8,0.0
25.900000000000002,0.0
26.0,0.0
26.1,0.0
26.200000000000003,0.0
26.3,0.0
26.400000000000002,0.0
26.5,0.0
26.6,0.0
26.700000000000003,0.0
26.8,0.0
26.900000000000002,0.0
27.0,0.0
27.1,0.0
27.200000000000003,0.0
27.3,0.0
27.400000000000002,0.0
27.5,0.0
27.6,0.0
27.700000000000003,0.0
27.8,0.0
27.900000000000002,0.0
28.0,0.0
28.1,0.0
28.200000000000003,0.0
28.3,0.0
28.400000000000002,0.0
28.5,0.0
28.6,0.0
28.700000000000003,0.0
28.8,0.0
28.900000000000002,0.0
29.0,0.0
29.1,0.0
29.200000000000003,0.0
29.3,0.0
29.400000000000002,0.0
29.5,0.0
29.6,0.0
29.700000000000003,0.0
29.8,0.0
29.900000000000002,0.0
